Student_ID,Age,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Collaboration_with_Peers_via_VR,Interest_in_Continuing_VR_Based_Learning,School_Support_for_VR_in_Curriculum,VR_Engagement_Score,Gender_Male,Gender_Non-binary,Gender_Prefer not to say,Grade_Level_Postgraduate,Grade_Level_Undergraduate,Field_of_Study_Business,Field_of_Study_Education,Field_of_Study_Engineering,Field_of_Study_Law,Field_of_Study_Medicine,Field_of_Study_Science,Subject_Biology,Subject_Computer Science,Subject_Economics,Subject_History,Subject_Math,Subject_Physics,Instructor_VR_Proficiency_Beginner,Instructor_VR_Proficiency_Intermediate,Stress_Level_with_VR_Usage_Low,Stress_Level_with_VR_Usage_Medium,Feedback_from_Educators_on_VR_Neutral,Feedback_from_Educators_on_VR_Positive,Region_Asia,Region_Europe,Region_North America,Region_Oceania,Region_South America,VR_Hours_Science,VR_Hours_Medicine,VR_Hours_Engineering,VR_Hours_Arts,VR_Hours_Business,VR_Hours_Education,VR_Hours_Law
STUD0479,22,False,-0.008087878112672791,0.6856711483730604,False,-0.6713309053461836,False,4,False,No,True,-0.14297841212036366,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0
STUD0480,19,True,0.6287529181607675,-1.416325014634482,True,-1.376806846231202,True,2,False,Yes,True,-1.2575094642835551,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0
STUD0481,27,True,0.9471733162974876,0.6856711483730604,False,0.7396209764238533,False,1,True,Yes,False,1.1307713617804265,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,8,0,0,0
STUD0482,20,False,-0.32650827624939294,-0.7156596269653012,False,0.03414503553883489,True,3,False,Yes,False,-0.4614158555955612,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0
STUD0483,30,True,1.584014112570928,-0.7156596269653012,False,1.4450969173088717,False,5,True,Yes,True,0.1754590313548339,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0
STUD0484,12,True,-1.2817694706595533,1.3863365360422413,False,-0.6713309053461836,True,3,True,Yes,True,0.1754590313548339,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
STUD0485,21,False,-1.6001898687962735,0.6856711483730604,True,0.03414503553883489,True,4,False,Yes,False,0.49389647483003146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
STUD0486,12,True,-0.6449286743861131,-0.014994239296120374,True,-1.376806846231202,False,3,False,No,False,-0.9390720208083575,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0
STUD0487,22,True,-0.9633490725228332,-0.014994239296120374,False,-0.6713309053461836,True,4,False,No,False,-0.4614158555955612,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
STUD0488,20,False,0.3103325200240474,1.3863365360422413,False,1.4450969173088717,False,4,False,No,True,2.5637398574188155,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
STUD0489,13,True,-1.6001898687962735,-0.014994239296120374,True,0.03414503553883489,True,2,False,No,True,0.016240309617235126,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
STUD0490,30,True,0.3103325200240474,-0.7156596269653012,True,1.4450969173088717,True,4,True,Yes,True,0.1754590313548339,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0
STUD0491,23,True,-0.32650827624939294,1.3863365360422413,True,1.4450969173088717,False,5,False,Yes,True,2.5637398574188155,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0
STUD0492,16,False,-1.6001898687962735,-0.014994239296120374,True,0.7396209764238533,True,5,True,Yes,True,0.49389647483003146,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STUD0493,18,True,0.9471733162974876,-0.7156596269653012,False,-1.376806846231202,True,2,False,Yes,True,-1.0982907425459563,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
STUD0494,27,False,1.584014112570928,-0.7156596269653012,False,-1.376806846231202,True,4,False,Yes,True,-1.0982907425459563,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
STUD0495,21,False,-0.008087878112672791,0.6856711483730604,False,1.4450969173088717,False,2,False,Yes,False,1.7676462487308215,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0
STUD0496,12,False,0.9471733162974876,0.6856711483730604,False,-0.6713309053461836,True,5,False,Yes,True,-0.14297841212036366,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,8,0,0,0,0
STUD0497,23,False,0.9471733162974876,-0.7156596269653012,False,0.7396209764238533,True,3,True,No,True,-0.14297841212036366,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0
STUD0498,23,False,0.3103325200240474,-0.014994239296120374,True,1.4450969173088717,False,3,False,No,True,0.9715526400428278,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6,0,0,0,0
STUD0499,19,False,-0.9633490725228332,-0.7156596269653012,False,0.03414503553883489,True,1,False,Yes,True,-0.4614158555955612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
STUD0500,20,False,-0.32650827624939294,-1.416325014634482,False,0.03414503553883489,True,5,True,Yes,True,-0.9390720208083575,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0
STUD0501,23,True,-0.6449286743861131,0.6856711483730604,True,0.7396209764238533,True,5,True,Yes,True,1.1307713617804265,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
STUD0502,24,False,1.2655937144342078,-0.7156596269653012,True,0.7396209764238533,True,3,True,No,True,-0.14297841212036366,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9
STUD0503,17,False,1.2655937144342078,-1.416325014634482,True,0.7396209764238533,True,3,False,Yes,True,-0.7798532990707587,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,0
STUD0504,15,True,0.3103325200240474,-1.416325014634482,True,0.7396209764238533,False,3,False,Yes,True,-0.7798532990707587,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0
STUD0505,18,True,0.6287529181607675,0.6856711483730604,False,-1.376806846231202,False,2,True,No,False,-0.7798532990707587,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,0
STUD0506,13,True,-0.008087878112672791,-1.416325014634482,True,-1.376806846231202,True,3,True,No,False,-1.2575094642835551,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
STUD0507,16,False,-0.6449286743861131,1.3863365360422413,False,0.03414503553883489,True,4,False,No,True,0.9715526400428278,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
STUD0508,14,False,-0.6449286743861131,1.3863365360422413,False,-0.6713309053461836,False,5,True,Yes,True,0.1754590313548339,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
STUD0509,18,False,-0.6449286743861131,-0.7156596269653012,True,1.4450969173088717,True,4,False,Yes,False,0.1754590313548339,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
STUD0510,28,True,0.3103325200240474,1.3863365360422413,True,0.03414503553883489,False,2,True,No,True,0.9715526400428278,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,6,0,0,0,0,0,0
STUD0511,18,True,-1.2817694706595533,0.6856711483730604,False,0.7396209764238533,True,4,False,No,True,1.1307713617804265,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
STUD0512,21,False,1.2655937144342078,-1.416325014634482,True,0.7396209764238533,False,2,True,No,True,-0.7798532990707587,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0
STUD0513,17,True,1.584014112570928,-0.7156596269653012,True,-1.376806846231202,False,2,False,No,False,-1.0982907425459563,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10
STUD0514,24,True,-0.9633490725228332,-0.7156596269653012,False,0.7396209764238533,True,1,True,Yes,True,-0.14297841212036366,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
STUD0515,21,False,0.6287529181607675,-1.416325014634482,True,0.03414503553883489,False,5,False,No,False,-0.9390720208083575,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0
STUD0516,27,False,-1.6001898687962735,0.6856711483730604,True,-1.376806846231202,False,5,True,Yes,True,-0.7798532990707587,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STUD0517,12,True,1.2655937144342078,-0.7156596269653012,False,1.4450969173088717,True,1,True,Yes,False,0.1754590313548339,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0
STUD0518,28,False,-0.9633490725228332,-1.416325014634482,True,1.4450969173088717,True,2,True,Yes,False,-0.62063457733316,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
STUD0519,19,True,1.584014112570928,-0.014994239296120374,False,-1.376806846231202,True,2,False,Yes,True,-0.9390720208083575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0
STUD0520,16,False,0.9471733162974876,-0.7156596269653012,True,0.03414503553883489,False,5,True,No,True,-0.4614158555955612,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0
STUD0521,20,True,1.2655937144342078,-0.7156596269653012,True,-1.376806846231202,False,2,False,Yes,False,-1.0982907425459563,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
STUD0522,21,False,1.2655937144342078,-0.7156596269653012,True,1.4450969173088717,False,1,True,Yes,True,0.1754590313548339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,0,0
STUD0523,12,True,-0.32650827624939294,-0.014994239296120374,True,0.7396209764238533,False,4,False,Yes,False,0.49389647483003146,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0
STUD0524,21,True,-1.6001898687962735,-0.014994239296120374,False,0.03414503553883489,False,2,True,Yes,False,0.016240309617235126,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STUD0525,14,True,-1.6001898687962735,0.6856711483730604,True,-1.376806846231202,False,3,False,Yes,True,-0.7798532990707587,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
STUD0526,23,False,-1.6001898687962735,1.3863365360422413,True,-1.376806846231202,False,2,False,No,True,-0.62063457733316,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
STUD0527,24,False,-1.2817694706595533,0.6856711483730604,False,-1.376806846231202,False,5,False,No,True,-0.7798532990707587,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STUD0528,16,True,0.3103325200240474,-0.014994239296120374,True,-1.376806846231202,True,2,True,Yes,False,-0.9390720208083575,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0
STUD0529,14,True,-0.6449286743861131,-0.014994239296120374,False,0.7396209764238533,False,5,False,Yes,True,0.49389647483003146,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
STUD0530,28,False,0.6287529181607675,-0.014994239296120374,False,0.03414503553883489,True,4,False,No,False,0.016240309617235126,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0
STUD0531,21,False,-1.2817694706595533,1.3863365360422413,True,-0.6713309053461836,True,5,False,Yes,False,0.1754590313548339,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
STUD0532,30,False,0.6287529181607675,0.6856711483730604,False,0.7396209764238533,True,1,False,No,False,1.1307713617804265,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0
STUD0533,13,False,-1.2817694706595533,1.3863365360422413,False,0.7396209764238533,True,3,True,No,True,1.7676462487308215,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
STUD0534,21,True,0.9471733162974876,-0.014994239296120374,True,0.03414503553883489,True,2,False,Yes,False,0.016240309617235126,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8
STUD0535,25,False,-0.008087878112672791,-0.7156596269653012,True,0.03414503553883489,True,5,True,No,False,-0.4614158555955612,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0
STUD0536,14,False,0.9471733162974876,1.3863365360422413,False,-1.376806846231202,False,1,False,No,True,-0.62063457733316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0
STUD0537,22,True,1.584014112570928,1.3863365360422413,False,-0.6713309053461836,True,2,False,No,False,0.1754590313548339,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,10,0,0,0,0,0
STUD0538,14,True,-0.008087878112672791,-1.416325014634482,True,-0.6713309053461836,False,2,False,Yes,False,-1.0982907425459563,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0
STUD0539,29,True,-0.9633490725228332,-1.416325014634482,True,0.03414503553883489,True,3,False,Yes,False,-0.9390720208083575,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0
STUD0540,21,True,-1.2817694706595533,-1.416325014634482,True,-0.6713309053461836,False,3,True,Yes,True,-1.0982907425459563,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
STUD0541,26,True,-0.6449286743861131,0.6856711483730604,False,1.4450969173088717,False,1,False,Yes,True,1.7676462487308215,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0
STUD0542,13,False,-0.6449286743861131,1.3863365360422413,False,0.03414503553883489,False,4,True,No,True,0.9715526400428278,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
STUD0543,13,False,-1.6001898687962735,1.3863365360422413,True,0.03414503553883489,False,3,False,Yes,True,0.9715526400428278,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
STUD0544,23,True,-0.6449286743861131,-0.014994239296120374,False,1.4450969173088717,True,3,False,Yes,True,0.9715526400428278,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
STUD0545,27,True,-0.6449286743861131,-0.7156596269653012,True,-1.376806846231202,False,2,False,Yes,False,-1.0982907425459563,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
STUD0546,19,True,-0.6449286743861131,-0.7156596269653012,True,-1.376806846231202,True,2,True,No,True,-1.0982907425459563,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0
STUD0547,24,False,-0.9633490725228332,-0.7156596269653012,True,-0.6713309053461836,False,2,True,Yes,False,-0.7798532990707587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0
STUD0548,19,False,1.2655937144342078,1.3863365360422413,True,0.7396209764238533,True,5,False,Yes,False,1.7676462487308215,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0
STUD0549,24,False,-0.9633490725228332,1.3863365360422413,False,-0.6713309053461836,True,1,True,Yes,True,0.1754590313548339,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
STUD0550,22,True,-0.32650827624939294,0.6856711483730604,False,-0.6713309053461836,True,5,True,No,False,-0.14297841212036366,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
STUD0551,13,False,1.584014112570928,-0.014994239296120374,True,-1.376806846231202,True,4,False,Yes,False,-0.9390720208083575,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0
STUD0552,17,False,0.6287529181607675,0.6856711483730604,True,1.4450969173088717,True,2,True,No,True,1.7676462487308215,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0
STUD0553,15,True,-1.6001898687962735,-0.7156596269653012,True,0.7396209764238533,True,1,False,No,False,-0.14297841212036366,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
STUD0554,29,True,1.2655937144342078,1.3863365360422413,False,0.7396209764238533,False,5,False,No,True,1.7676462487308215,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0
STUD0555,20,True,-0.9633490725228332,-0.7156596269653012,True,-1.376806846231202,True,4,False,Yes,True,-1.0982907425459563,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
STUD0556,16,False,-0.32650827624939294,1.3863365360422413,True,0.03414503553883489,True,1,True,No,True,0.9715526400428278,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
STUD0557,12,False,-0.9633490725228332,-0.014994239296120374,False,1.4450969173088717,True,1,True,No,True,0.9715526400428278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
STUD0558,17,False,0.3103325200240474,-0.7156596269653012,False,0.03414503553883489,True,1,True,Yes,False,-0.4614158555955612,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0
STUD0559,12,True,-0.008087878112672791,-0.014994239296120374,True,0.03414503553883489,True,1,True,No,False,0.016240309617235126,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5
STUD0560,20,False,-0.6449286743861131,-0.014994239296120374,True,1.4450969173088717,False,1,False,Yes,True,0.9715526400428278,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0
STUD0561,27,True,0.6287529181607675,-1.416325014634482,True,0.7396209764238533,True,2,True,No,False,-0.7798532990707587,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,0,0
STUD0562,27,True,-0.008087878112672791,-0.014994239296120374,False,-1.376806846231202,False,2,False,No,True,-0.9390720208083575,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
STUD0563,16,False,-0.6449286743861131,-1.416325014634482,True,-1.376806846231202,False,5,False,Yes,False,-1.2575094642835551,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0
STUD0564,16,True,-1.2817694706595533,-0.7156596269653012,True,-1.376806846231202,False,4,True,Yes,True,-1.0982907425459563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
STUD0565,21,False,-0.32650827624939294,-0.7156596269653012,True,1.4450969173088717,False,1,True,Yes,False,0.1754590313548339,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
STUD0566,19,False,-0.008087878112672791,-1.416325014634482,True,1.4450969173088717,False,1,True,No,True,-0.62063457733316,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0
STUD0567,16,False,-0.008087878112672791,-1.416325014634482,True,0.03414503553883489,True,3,False,Yes,False,-0.9390720208083575,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
STUD0568,25,False,-1.2817694706595533,-0.014994239296120374,False,-1.376806846231202,True,5,True,Yes,False,-0.9390720208083575,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
STUD0569,18,False,-0.32650827624939294,1.3863365360422413,False,0.03414503553883489,False,3,True,No,False,0.9715526400428278,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
STUD0570,12,True,-0.9633490725228332,-0.7156596269653012,False,-0.6713309053461836,True,5,False,Yes,False,-0.7798532990707587,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
STUD0571,19,False,-0.9633490725228332,1.3863365360422413,True,0.03414503553883489,True,3,False,Yes,True,0.9715526400428278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0
STUD0572,27,True,-1.6001898687962735,1.3863365360422413,True,0.7396209764238533,False,1,False,No,False,1.7676462487308215,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STUD0573,19,True,-1.2817694706595533,0.6856711483730604,False,1.4450969173088717,True,4,True,No,True,1.7676462487308215,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
STUD0574,22,True,-0.9633490725228332,-0.014994239296120374,False,0.03414503553883489,False,5,True,No,True,0.016240309617235126,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
STUD0575,12,True,-1.2817694706595533,1.3863365360422413,True,-0.6713309053461836,True,1,True,No,False,0.1754590313548339,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
STUD0576,30,True,-0.9633490725228332,1.3863365360422413,False,1.4450969173088717,False,2,True,Yes,False,2.5637398574188155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
STUD0577,26,True,-1.2817694706595533,0.6856711483730604,False,0.03414503553883489,False,5,False,No,True,0.49389647483003146,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
STUD0578,28,True,0.9471733162974876,1.3863365360422413,False,1.4450969173088717,False,1,True,No,False,2.5637398574188155,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0
STUD0579,23,True,-0.9633490725228332,1.3863365360422413,False,1.4450969173088717,True,4,False,Yes,True,2.5637398574188155,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
STUD0580,25,False,1.584014112570928,1.3863365360422413,True,-0.6713309053461836,True,3,True,Yes,False,0.1754590313548339,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0
